Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Shazam Counts
65.7,443564590.0,80121.0,43604917.0,64.0,1753026.0,247082.0,93051722.0,1231848412.0,4088928383.0,210.0,436049.0,1089.0,73.0,1986611.0,115.0,2682867.0
65.3,241632869.0,58384.0,11312967.0,67.0,1646854.0,2843662.0,390407298.0,3549690741.0,106620435.0,38.0,211697.0,550.0,7.0,462675.0,36.0,2325531.0
64.7,559759920.0,159492.0,30567448.0,67.0,2026532.0,763500.0,263361535.0,2410691959.0,190621640.0,102.0,3271.0,750.0,27.0,359622.0,45.0,2092908.0
64.3,395167576.0,135307.0,21175776.0,71.0,803990.0,31391.0,6266752.0,66661123.0,325170705.0,31.0,1129.0,135.0,6.0,83735.0,4.0,1076988.0
64.2,226519256.0,43558.0,87204848.0,75.0,504978.0,1946.0,80070.0,2439093.0,524372800.0,89.0,133567.0,35.0,98.0,1777050.0,31.0,2178835.0
63.7,1736530084.0,174867.0,50426363.0,73.0,4489619.0,133341.0,12574029.0,116720227.0,698890380.0,173.0,315236.0,198.0,51.0,518961.0,51.0,8681998.0
63.3,337650898.0,44292.0,44021764.0,75.0,862952.0,241103.0,34797656.0,505139679.0,186376381.0,59.0,66673.0,67.0,47.0,2145616.0,65.0,1434689.0
63.1,119798692.0,16874.0,43909927.0,65.0,673949.0,52478.0,14376748.0,138101105.0,286698611.0,55.0,306628.0,382.0,39.0,8198464.0,78.0,1507722.0
63.1,901486450.0,157381.0,25837638.0,71.0,4349040.0,491431.0,53221207.0,482804184.0,19920776.0,30.0,22361.0,23.0,36.0,101369.0,15.0,1303125.0
62.5,1128612961.0,184002.0,50489973.0,69.0,3364098.0,564408.0,46664008.0,602190373.0,67356913.0,267.0,402599.0,112.0,133.0,2501793.0,33.0,15373934.0
61.9,725214939.0,107667.0,48040727.0,74.0,2396003.0,626129.0,233812388.0,2046007902.0,2723304479.0,48.0,98191.0,47.0,19.0,576576.0,14.0,3629083.0
61.9,469322271.0,68997.0,24096906.0,73.0,981474.0,50996.0,44266733.0,419727783.0,61197280.0,64.0,278696.0,1150.0,26.0,787665.0,43.0,1516065.0
61.6,1780889877.0,229909.0,75001452.0,79.0,10766000.0,284554.0,89244170.0,742902070.0,288311308.0,121.0,3403.0,4.0,62.0,333884.0,29.0,8331752.0
61.1,513353284.0,73253.0,71366345.0,80.0,1419414.0,42282.0,19858700.0,152008937.0,225040.0,70.0,30184.0,20.0,39.0,830621.0,41.0,3754332.0
60.6,470340261.0,68177.0,14091711.0,75.0,623104.0,72219.0,39713127.0,395041727.0,513736581.0,45.0,321811.0,106.0,7.0,141841.0,25.0,1452588.0
60.5,675591495.0,53019.0,18823180.0,75.0,3652203.0,566750.0,299538483.0,2441354214.0,228437645.0,43.0,13660.0,25.0,10.0,209526.0,45.0,702234.0
60.4,1452194416.0,164935.0,69180262.0,75.0,13819002.0,3910130.0,133502443.0,1030123230.0,362287135.0,154.0,25846.0,146.0,96.0,1089039.0,33.0,8395318.0
60.4,198043685.0,11991.0,12559068.0,78.0,2922155.0,43265.0,64109374.0,442468610.0,1241723341.0,26.0,2805.0,7.0,6.0,573116.0,24.0,261344.0
59.9,459712644.0,86820.0,35269550.0,69.0,1422757.0,189900.0,92382361.0,749847975.0,553126618.0,57.0,206210.0,428.0,21.0,85862.0,22.0,2330861.0
59.4,1943842010.0,221874.0,62851374.0,75.0,5232880.0,11253946.0,269640001.0,4682512450.0,23770197.0,103.0,107625.0,4.0,107.0,1092635.0,49.0,26821494.0
59.3,355203657.0,146218.0,60783514.0,74.0,381567.0,201874.0,142211766.0,1767047572.0,746547494.0,112.0,113950.0,369.0,55.0,1570302.0,35.0,3424307.0
59.2,1265080733.0,198773.0,30644248.0,70.0,5539172.0,333375.0,80730443.0,579006925.0,297754199.0,120.0,766.0,182.0,29.0,652935.0,13.0,9785960.0
59.1,1157206056.0,189404.0,63215005.0,75.0,1488878.0,1833826.0,426830431.0,3272868374.0,29873.0,191.0,209890.0,255.0,58.0,1276396.0,43.0,6963195.0
58.9,548724288.0,170892.0,80727459.0,79.0,1539359.0,28794.0,90067000.0,813374956.0,476994273.0,53.0,1046.0,538.0,28.0,2732487.0,48.0,5341857.0
58.8,1228556153.0,154255.0,36941962.0,75.0,10953316.0,1207638.0,29172920.0,396994100.0,186180888.0,72.0,157544.0,175.0,45.0,494642.0,67.0,10463981.0
58.3,363816146.0,16161.0,16393454.0,80.0,768324.0,64160.0,13838072.0,114779266.0,1011182862.0,24.0,843.0,32.0,13.0,6958217.0,22.0,711146.0
58.3,1056939084.0,154003.0,62848076.0,75.0,8269225.0,1629600.0,573666785.0,3347862526.0,458124201.0,155.0,3474.0,57.0,39.0,318451.0,17.0,6716450.0
58.2,157446814.0,54118.0,15660760.0,64.0,962140.0,44041.0,22685975.0,142468312.0,339341865.0,31.0,95078.0,145.0,16.0,1339752.0,20.0,1447731.0
58.1,248749251.0,103369.0,11693843.0,61.0,2874323.0,162900.0,33365117.0,142448123.0,208914276.0,44.0,6912.0,178.0,8.0,40089.0,17.0,856723.0
57.8,245513981.0,37111.0,22160670.0,71.0,1375852.0,7175.0,7047257.0,76397270.0,638266470.0,66.0,215278.0,97.0,25.0,2306379.0,32.0,2064588.0
57.5,155443055.0,28835.0,15122339.0,68.0,291339.0,38400.0,3484143.0,47123023.0,387057207.0,29.0,156870.0,13.0,5.0,93564.0,48.0,753888.0
57.0,699336080.0,126934.0,20887762.0,68.0,3159553.0,19574.0,3018147.0,42692526.0,217788137.0,177.0,578728.0,13.0,32.0,935466.0,22.0,5747453.0
56.9,1030515485.0,157003.0,35028641.0,70.0,5861900.0,794152.0,55950941.0,451934036.0,355440823.0,185.0,215.0,7.0,38.0,513679.0,55.0,8062187.0
56.3,1592440653.0,188349.0,52573571.0,77.0,6101966.0,1101293.0,107580637.0,807230686.0,243663431.0,142.0,29628.0,218.0,66.0,494840.0,51.0,8572710.0
56.2,1532653504.0,191817.0,85380382.0,76.0,15452150.0,241402.0,80177249.0,500970525.0,1650960443.0,147.0,42284.0,38.0,95.0,2122787.0,67.0,18327076.0
56.0,175336290.0,8386.0,79812251.0,80.0,1448800.0,225.0,397044.0,3842071.0,297433202.0,46.0,4569.0,18.0,18.0,1000937.0,52.0,209987.0
55.6,1263989128.0,156671.0,25905453.0,72.0,8115938.0,35383.0,8434416.0,78005488.0,508823655.0,128.0,117516.0,394.0,166.0,396114.0,25.0,5216769.0
55.6,1369299352.0,169370.0,32275029.0,71.0,5138837.0,80456.0,17516516.0,77860109.0,170885369.0,188.0,50322.0,119.0,63.0,235041.0,53.0,4283369.0
55.4,279667395.0,23583.0,16220736.0,78.0,1139367.0,316771.0,152082704.0,1178951518.0,1201238468.0,29.0,4596.0,79.0,11.0,313525.0,28.0,435036.0
54.9,193109326.0,76047.0,4765141.0,8.0,1143541.0,238183.0,174951046.0,1526856459.0,210031126.0,17.0,40110.0,2704.0,4.0,479325.0,1.0,2304354.0
54.7,66101468.0,3693.0,9878576.0,84.0,117031.0,180.0,1800000.0,11200000.0,934654.0,45.0,195.0,16.0,5.0,56919.0,9.0,52008.0
54.7,593554969.0,84288.0,17284885.0,67.0,3909648.0,506518.0,475880505.0,4729678365.0,3277338062.0,98.0,201936.0,866.0,30.0,685471.0,48.0,2231820.0
54.7,368017246.0,105732.0,15129396.0,67.0,1554044.0,163221.0,22024839.0,198936453.0,37367982.0,57.0,178634.0,372.0,9.0,32400.0,6.0,1728476.0
54.0,444934033.0,141088.0,17349295.0,66.0,2868681.0,191154.0,26909802.0,238372502.0,7285479.0,63.0,65318.0,37.0,14.0,145275.0,6.0,1925871.0
54.0,1105805922.0,164541.0,62561721.0,77.0,2947859.0,534634.0,157378144.0,920329965.0,42909616.0,231.0,62354.0,266.0,52.0,281696.0,54.0,2548829.0
53.5,391856304.0,68311.0,11888692.0,58.0,8443453.0,2490398.0,109826716.0,1423789944.0,329599890.0,73.0,23516.0,309.0,17.0,58326.0,36.0,1570803.0
53.1,274647899.0,96137.0,14188085.0,60.0,776716.0,1905324.0,583572613.0,7062611890.0,2031792442.0,22.0,161374.0,2397.0,16.0,56440.0,8.0,3786029.0
52.9,246224964.0,23436.0,13507680.0,73.0,492303.0,559400.0,20923219.0,278318607.0,37990067.0,22.0,1401.0,1.0,1.0,72.0,2.0,585523.0
52.8,2270796677.0,263640.0,71470111.0,80.0,12375429.0,261866.0,25465591.0,296361891.0,273191644.0,70.0,144439.0,465.0,88.0,2680196.0,29.0,18161724.0
52.6,356685934.0,88034.0,16963292.0,71.0,430375.0,76706.0,32337952.0,229937284.0,258434.0,37.0,412.0,93.0,3.0,171037.0,37.0,1574072.0
52.6,368256958.0,53922.0,25450036.0,73.0,1394619.0,224617.0,128900059.0,772554264.0,9780.0,27.0,8642.0,319.0,13.0,766548.0,89.0,1011059.0
52.6,1747534539.0,212829.0,101243254.0,76.0,8927108.0,552005.0,26588465.0,264572676.0,238111307.0,433.0,158190.0,474.0,149.0,1452991.0,97.0,14056461.0
52.6,436722440.0,107912.0,33797077.0,62.0,7130332.0,652850.0,62596716.0,927660445.0,222701064.0,57.0,5186.0,258.0,37.0,157088.0,5.0,6761782.0
51.7,253114498.0,111173.0,20965015.0,65.0,402014.0,188128.0,77604432.0,887138394.0,49818215.0,57.0,67376.0,768.0,14.0,191109.0,28.0,2091080.0
51.7,711861577.0,84611.0,28656289.0,69.0,4586141.0,611826.0,17295595.0,185706534.0,136934639.0,133.0,12356.0,18.0,25.0,360047.0,28.0,1522049.0
51.4,1527159800.0,187813.0,83108168.0,76.0,8766754.0,194595.0,27581217.0,216666194.0,189783592.0,172.0,31081.0,185.0,47.0,604640.0,26.0,6513209.0
51.0,242254880.0,85783.0,13563028.0,66.0,2892075.0,280027.0,66345848.0,617402549.0,82045151.0,216.0,404288.0,561.0,21.0,229656.0,42.0,4536227.0
50.9,1269760706.0,137601.0,32384233.0,76.0,4676578.0,1213771.0,33512447.0,573562180.0,1951219741.0,88.0,66461.0,4.0,55.0,606748.0,27.0,9755956.0
50.7,340227841.0,40523.0,6267614.0,73.0,667467.0,16626.0,4371872.0,28018314.0,196339404.0,18.0,263301.0,32.0,1.0,71.0,13.0,857184.0
50.7,443093379.0,35995.0,21160001.0,72.0,1690512.0,625126.0,42735677.0,600184949.0,11558006.0,58.0,52189.0,125.0,26.0,2263487.0,36.0,1174788.0
50.5,769061748.0,136145.0,21910460.0,73.0,2397744.0,202814.0,33604598.0,250645860.0,39277808.0,49.0,91002.0,329.0,17.0,25856.0,15.0,6255853.0
50.0,652559944.0,170734.0,17463888.0,74.0,2195610.0,13434.0,7576223.0,62837382.0,7241389.0,21.0,36.0,1.0,8.0,35919.0,6.0,1456448.0
49.9,142512477.0,23828.0,9380794.0,72.0,436896.0,100195.0,10946988.0,109014578.0,727842762.0,14.0,202432.0,7.0,4.0,177002.0,18.0,549127.0
49.6,150073848.0,12340.0,8409772.0,71.0,1637844.0,70200.0,8387797.0,169068391.0,185360520.0,17.0,455.0,4.0,1.0,9696.0,20.0,270472.0
49.6,641756842.0,80542.0,23090494.0,68.0,2887216.0,328394.0,77295943.0,855230861.0,387792262.0,78.0,438.0,875.0,40.0,686168.0,85.0,2934783.0
49.4,84655991.0,13107.0,7678884.0,69.0,510479.0,1513241.0,16795588.0,382487197.0,72422815.0,36.0,11861.0,89.0,6.0,164069.0,26.0,2361169.0
49.3,1456894713.0,141677.0,49274720.0,71.0,9966382.0,707674.0,33256295.0,386013926.0,1419194972.0,173.0,84752.0,17.0,82.0,706468.0,41.0,9434537.0
49.2,759388276.0,68502.0,18835572.0,65.0,8161642.0,609042.0,40357374.0,543804719.0,306014364.0,40.0,159.0,15.0,43.0,358784.0,21.0,1317266.0
49.2,456871037.0,71261.0,34724014.0,66.0,1393679.0,877769.0,211488170.0,1676387442.0,85726782.0,105.0,136784.0,1324.0,29.0,699151.0,19.0,1854776.0
49.2,995452298.0,188608.0,44047615.0,65.0,4586152.0,742947.0,75493341.0,1282810923.0,34091844.0,255.0,171176.0,196.0,166.0,2039570.0,43.0,14464887.0
49.0,582023797.0,48881.0,17367502.0,70.0,1383526.0,1100596.0,64787440.0,805988782.0,40039.0,26.0,18750.0,222.0,6.0,53465.0,16.0,1946266.0
48.9,721002104.0,146298.0,62920572.0,71.0,952700.0,25400.0,5772644.0,81735548.0,153714110.0,201.0,361427.0,220.0,115.0,2519598.0,27.0,7799522.0
48.8,2525355904.0,208671.0,121163411.0,77.0,9916244.0,1459274.0,502385405.0,4406781129.0,1706776803.0,249.0,89818.0,80.0,234.0,603824.0,54.0,17163765.0
48.2,218431985.0,56998.0,7122424.0,61.0,3901948.0,3595260.0,338445934.0,4731467896.0,11491467.0,24.0,20192.0,98.0,10.0,193061.0,14.0,6024636.0
47.9,880781313.0,137341.0,29154307.0,72.0,3689786.0,28508.0,3880481.0,33981823.0,5946423.0,21.0,835.0,113.0,10.0,71637.0,2.0,934193.0
47.9,741766886.0,96241.0,16599790.0,62.0,10294151.0,334492.0,59073681.0,493209730.0,229239236.0,68.0,46553.0,504.0,22.0,405827.0,18.0,2409985.0
47.7,599215039.0,57051.0,16707832.0,61.0,5130805.0,2265527.0,71390703.0,779241131.0,38462285.0,111.0,26349.0,168.0,25.0,244418.0,33.0,1362793.0
47.5,155648648.0,28131.0,46683719.0,82.0,286628.0,44222.0,881868.0,7609548.0,105397484.0,20.0,23720.0,203.0,1.0,1924.0,10.0,479173.0
47.1,234215735.0,20419.0,7910753.0,74.0,1734442.0,98128.0,38199952.0,297802502.0,537474239.0,24.0,2619.0,21.0,2.0,18940.0,4.0,248138.0
47.0,1749353402.0,182732.0,81424354.0,72.0,2156754.0,191718.0,48497239.0,379547638.0,2742.0,148.0,153400.0,53.0,47.0,238867.0,26.0,12744176.0
47.0,164137928.0,47324.0,4827888.0,58.0,9098356.0,3568275.0,609856643.0,8443743856.0,8067537.0,43.0,20053.0,26.0,3.0,1874.0,3.0,6489242.0
46.8,861100951.0,153435.0,41139591.0,74.0,848696.0,35151.0,18345722.0,184453448.0,2623975.0,122.0,245294.0,305.0,64.0,3075152.0,47.0,5566537.0
46.1,233139871.0,77694.0,13955396.0,63.0,2824144.0,98082.0,15980144.0,111422826.0,42967196.0,53.0,194040.0,57.0,5.0,638.0,5.0,523078.0
46.0,310562790.0,33458.0,54918981.0,79.0,482647.0,148600.0,42427834.0,372688472.0,784575181.0,55.0,8643.0,50.0,42.0,3054645.0,43.0,841414.0
45.9,561645790.0,58561.0,39587642.0,82.0,867545.0,61070.0,32412474.0,220878489.0,325461284.0,64.0,61047.0,293.0,40.0,235219.0,23.0,1208187.0
45.8,600073400.0,73593.0,22371448.0,71.0,975795.0,181760.0,42088473.0,450971538.0,1034742.0,24.0,15719.0,50.0,13.0,194411.0,29.0,529802.0
45.1,1110994645.0,186456.0,41273853.0,74.0,1388832.0,38775.0,25188899.0,194904663.0,38496063.0,85.0,67860.0,186.0,16.0,35032.0,44.0,3561319.0
45.0,547207250.0,103666.0,30719577.0,65.0,11897425.0,962796.0,124466320.0,1943093911.0,194386199.0,135.0,23064.0,113.0,53.0,264794.0,55.0,14799660.0
44.8,392745531.0,141221.0,21996686.0,67.0,1246093.0,44979.0,17567842.0,137477748.0,54251921.0,21.0,1558.0,3.0,8.0,131260.0,2.0,1432080.0
44.8,1222228366.0,109325.0,48327775.0,72.0,10176233.0,210846.0,55268559.0,519924812.0,832957854.0,174.0,220765.0,169.0,66.0,1080455.0,84.0,3669533.0
44.8,340112388.0,66487.0,6617103.0,60.0,3313053.0,576099.0,18279931.0,132694197.0,41301726.0,28.0,11151.0,32.0,5.0,7457.0,2.0,1660493.0
44.8,86327319.0,18112.0,2247123.0,51.0,457580.0,179400.0,15991452.0,137960911.0,377095739.0,18.0,100880.0,1989.0,8.0,929184.0,10.0,567245.0
44.7,300430813.0,50552.0,12812123.0,69.0,844925.0,1664351.0,248347598.0,3375488113.0,2854520083.0,51.0,182474.0,46.0,29.0,1067030.0,27.0,2071865.0
44.5,812954133.0,137681.0,53947304.0,81.0,851906.0,564129.0,71837599.0,797041217.0,504465645.0,147.0,78013.0,7.0,43.0,1369406.0,47.0,6377668.0
44.5,129427492.0,44672.0,48826452.0,71.0,80021.0,29740.0,8528307.0,135983684.0,82845102.0,69.0,43488.0,3.0,34.0,206415.0,46.0,663446.0
44.4,822696809.0,141261.0,26970098.0,68.0,5432716.0,806169.0,35719393.0,404031807.0,532691572.0,184.0,98937.0,124.0,117.0,1507919.0,27.0,6782620.0
44.2,1828026153.0,249663.0,71678167.0,78.0,7080472.0,93015.0,49072987.0,397860038.0,1568063711.0,58.0,83578.0,135.0,112.0,258125.0,28.0,11327684.0
44.1,128024416.0,20826.0,60798732.0,7.0,139320.0,3966.0,507857.0,8090936.0,1176532287.0,73.0,129069.0,77.0,82.0,4576277.0,48.0,934544.0
43.9,1291244134.0,241882.0,48328259.0,29.0,6989481.0,976742.0,252216973.0,1853292133.0,140688974.0,39.0,1059.0,116.0,6.0,14150.0,3.0,1785813.0
43.7,225556005.0,25164.0,10017767.0,73.0,111346.0,73524.0,5688685.0,56949752.0,243552012.0,28.0,154327.0,117.0,2.0,644.0,17.0,594487.0
43.7,144889291.0,63045.0,7698742.0,59.0,844144.0,96486.0,68284710.0,515213856.0,65793712.0,31.0,131447.0,726.0,3.0,245510.0,13.0,1047166.0
43.6,218661601.0,25714.0,8048259.0,57.0,1354818.0,1961387.0,191009331.0,2353588008.0,324051.0,8.0,13477.0,600.0,3.0,154370.0,24.0,873692.0
43.3,1358424406.0,123735.0,33188573.0,71.0,8736302.0,961584.0,29990673.0,253791542.0,360395375.0,116.0,104652.0,14.0,53.0,382928.0,33.0,7290982.0
43.2,1422563654.0,129568.0,38951634.0,71.0,9930759.0,4732710.0,104484107.0,736544909.0,461321746.0,138.0,171774.0,288.0,39.0,217966.0,26.0,113684.0
43.2,318018082.0,41062.0,14552186.0,65.0,3471774.0,103897.0,128850291.0,1100134488.0,67010140.0,35.0,2041.0,155.0,1.0,10044.0,18.0,466130.0
43.1,962546385.0,198786.0,34308753.0,76.0,4025958.0,55093.0,46126757.0,247993418.0,14944702.0,106.0,1834.0,1.0,52.0,709963.0,38.0,1242490.0
42.9,703865912.0,78873.0,23552368.0,68.0,5473016.0,1434048.0,288727576.0,2298790080.0,262934830.0,74.0,243345.0,170.0,41.0,101125.0,21.0,3703911.0
42.9,401066217.0,70661.0,51920160.0,69.0,657641.0,420.0,8253.0,172191.0,2605082758.0,79.0,196397.0,2585.0,51.0,1008113.0,59.0,2292241.0
42.7,315014005.0,61987.0,22567278.0,71.0,661614.0,129260.0,51356427.0,366123920.0,57858388.0,27.0,101865.0,21.0,3.0,28284.0,23.0,1112722.0
42.7,2097181065.0,286668.0,123211490.0,84.0,8866507.0,451668.0,239330349.0,1722597041.0,7770380.0,78.0,11224.0,43.0,49.0,1101868.0,44.0,8832956.0
42.7,347558532.0,68744.0,34228107.0,67.0,705558.0,99164.0,14984269.0,323188246.0,6739337.0,18.0,18093.0,9.0,19.0,264043.0,27.0,687719.0
42.7,242057987.0,77898.0,8717113.0,67.0,457747.0,46710.0,13919189.0,109453452.0,92497.0,10.0,127.0,7.0,1.0,4435.0,11.0,999699.0
42.6,1118459427.0,175188.0,51548109.0,71.0,3134200.0,1703073.0,223929731.0,2167216619.0,2107447.0,147.0,242.0,107.0,28.0,228758.0,30.0,4021390.0
42.5,416388749.0,112485.0,21170575.0,69.0,1631776.0,248954.0,151447909.0,940333420.0,7278941.0,27.0,9098.0,125.0,11.0,24022.0,11.0,1046790.0
42.3,663578551.0,76919.0,24789585.0,67.0,4714790.0,264337.0,14860378.0,121300058.0,48140480.0,60.0,18961.0,53.0,23.0,251089.0,36.0,1795507.0
42.2,336943720.0,191372.0,29642267.0,71.0,286044.0,31989.0,11683008.0,155341425.0,6032497.0,91.0,61528.0,27.0,38.0,184585.0,27.0,5947514.0
42.2,262185115.0,47288.0,6430525.0,71.0,606455.0,47803.0,14280562.0,149251921.0,378953464.0,25.0,187078.0,123.0,3.0,95430.0,23.0,1389636.0
42.0,129335327.0,27681.0,6391085.0,60.0,1548240.0,2800000.0,211713881.0,2692316483.0,2785686.0,10.0,15812.0,62.0,13.0,79203.0,2.0,914770.0
42.0,939627795.0,67381.0,127728248.0,87.0,3979062.0,47277.0,42074581.0,265186570.0,596597973.0,61.0,26883.0,216.0,65.0,10250543.0,23.0,4254554.0
42.0,1020435750.0,157944.0,42123948.0,69.0,3250046.0,4868621.0,2193688729.0,21650351404.0,20366285.0,70.0,2225.0,95.0,51.0,819864.0,13.0,7130025.0
41.9,269669185.0,44019.0,21429823.0,67.0,608532.0,581320.0,71546908.0,531883271.0,310252051.0,43.0,10042.0,444.0,23.0,268315.0,11.0,1595888.0
41.6,150463218.0,44298.0,37322737.0,67.0,289311.0,98700.0,19724036.0,275361521.0,109250442.0,55.0,55943.0,250.0,27.0,1088411.0,17.0,1009861.0
41.6,1599742798.0,137106.0,54447816.0,74.0,14654354.0,52164.0,21325500.0,155713369.0,542692288.0,272.0,83466.0,246.0,102.0,802236.0,50.0,6038700.0
41.5,572602278.0,80064.0,39873526.0,76.0,1469402.0,11434.0,17523049.0,104843270.0,2139270640.0,53.0,5214.0,33.0,33.0,1444349.0,14.0,1521109.0
41.5,654941874.0,83163.0,29637614.0,75.0,2672779.0,97077.0,17542951.0,187609192.0,19169168.0,65.0,26498.0,15.0,34.0,347762.0,22.0,2646335.0
41.3,777305444.0,47435.0,45285568.0,75.0,1779726.0,219236.0,112157506.0,937766809.0,547684661.0,63.0,31306.0,405.0,18.0,2515239.0,45.0,1124725.0
41.3,107754524.0,16004.0,19123002.0,66.0,74756.0,52374.0,6216569.0,53554260.0,606141627.0,25.0,137184.0,6.0,4.0,89113.0,19.0,332849.0
41.2,581220786.0,115125.0,20776088.0,65.0,2841760.0,80.0,4912.0,98210.0,1771108.0,94.0,1992.0,17.0,16.0,78389.0,19.0,1739069.0
41.1,1625307365.0,288559.0,72837714.0,77.0,2747230.0,185316.0,144066647.0,907498533.0,2327344.0,241.0,26825.0,51.0,76.0,401696.0,28.0,5160420.0
41.1,1662288901.0,129306.0,54219735.0,75.0,9224750.0,171618.0,1982231.0,6028763.0,508689201.0,130.0,33652.0,22.0,72.0,721612.0,29.0,11706559.0
41.1,706158416.0,87667.0,24084151.0,65.0,7360323.0,1069767.0,28595817.0,233419445.0,348204812.0,76.0,67073.0,69.0,57.0,239183.0,39.0,7039145.0
41.1,128855739.0,26723.0,26216067.0,65.0,246939.0,599910.0,159054107.0,1598512701.0,283635839.0,14.0,1318.0,1893.0,3.0,909981.0,14.0,2066168.0
40.7,253540951.0,82934.0,17735363.0,67.0,368326.0,144311.0,72901216.0,494336128.0,24050.0,17.0,1.0,25.0,2.0,136913.0,18.0,508529.0
40.6,215466975.0,44476.0,12164093.0,62.0,455224.0,21208.0,3567265.0,65897455.0,15043035.0,44.0,140425.0,1410.0,22.0,107491.0,11.0,982555.0
40.1,266560481.0,31680.0,27441895.0,81.0,139755.0,47800.0,8320521.0,103569548.0,613036800.0,26.0,31216.0,24.0,15.0,7631939.0,48.0,357979.0
40.0,169074195.0,77071.0,7941140.0,59.0,904837.0,79231.0,28448143.0,214484764.0,425940516.0,27.0,68575.0,96.0,8.0,443521.0,9.0,1161965.0
40.0,551115166.0,57721.0,18005001.0,66.0,5769300.0,111892.0,49656709.0,392249223.0,197196114.0,66.0,1063.0,343.0,6.0,87438.0,18.0,884422.0
39.8,1232502989.0,163195.0,59733007.0,73.0,2670057.0,66399.0,21267910.0,198680803.0,1928028.0,195.0,202396.0,356.0,128.0,549211.0,74.0,16239587.0
39.8,111124873.0,35929.0,7199181.0,65.0,789321.0,266204.0,24751762.0,291086000.0,38712452.0,64.0,9139.0,34.0,19.0,658689.0,20.0,2072597.0
39.8,1162659862.0,180669.0,44962652.0,76.0,10775520.0,1238811.0,118826179.0,1580838186.0,537164148.0,86.0,43960.0,15.0,58.0,333855.0,18.0,13852674.0
39.6,327011836.0,76622.0,17496536.0,62.0,1210310.0,40813.0,17826536.0,258017332.0,3152743343.0,38.0,117371.0,718.0,10.0,159166.0,42.0,1443587.0
39.5,510302007.0,74416.0,19414789.0,66.0,4568451.0,2547877.0,236793401.0,1918118365.0,36132882.0,69.0,225.0,89.0,22.0,84411.0,11.0,3413408.0
39.5,457848626.0,81641.0,24075887.0,66.0,2528574.0,1084078.0,222895441.0,1783816089.0,247920172.0,52.0,180385.0,24.0,32.0,450565.0,13.0,6554675.0
39.4,363300065.0,74276.0,30821017.0,71.0,1109516.0,119854.0,41196230.0,352701529.0,6842555.0,36.0,20078.0,30.0,6.0,275763.0,13.0,601440.0
38.8,729825680.0,155380.0,26351002.0,62.0,2353107.0,33462.0,5970654.0,63035109.0,222320277.0,90.0,65842.0,101.0,37.0,721934.0,26.0,2792929.0
38.6,551035247.0,58065.0,19199798.0,70.0,7563367.0,419566.0,38208611.0,244717002.0,459597096.0,42.0,51761.0,33.0,35.0,348557.0,13.0,2677590.0
38.4,1610423351.0,283537.0,75314202.0,84.0,4492100.0,265876.0,153478678.0,832654007.0,21871961.0,99.0,5055.0,180.0,57.0,714087.0,32.0,3197618.0
38.4,784096553.0,80071.0,22684253.0,77.0,4295929.0,78500.0,8119129.0,98951834.0,153169651.0,31.0,7211.0,26.0,8.0,63513.0,11.0,1503816.0
38.3,245406516.0,75951.0,9524862.0,60.0,636003.0,40000.0,11956224.0,85005540.0,285531054.0,12.0,4801.0,80.0,8.0,48742.0,3.0,358116.0
38.2,159051363.0,31456.0,22058380.0,62.0,374415.0,322832.0,13209435.0,214685378.0,8110915.0,62.0,181938.0,140.0,26.0,289676.0,14.0,1293372.0
38.1,1145402792.0,134427.0,81562006.0,69.0,756954.0,775324.0,147160931.0,947802755.0,68389.0,179.0,131938.0,290.0,72.0,482672.0,35.0,3815615.0
38.0,975754682.0,137196.0,28066964.0,73.0,2542926.0,52181.0,30592047.0,210080661.0,217215456.0,99.0,105042.0,155.0,36.0,287898.0,25.0,2433408.0
38.0,1034272727.0,201381.0,54919566.0,77.0,4584548.0,2469242.0,313991722.0,2226783393.0,9309862.0,37.0,1675.0,51.0,24.0,270287.0,50.0,2050181.0
38.0,389547230.0,65208.0,36265310.0,70.0,293996.0,20557.0,6446277.0,124607839.0,2459024747.0,114.0,268879.0,255.0,59.0,1434573.0,51.0,3930598.0
37.9,108133711.0,34390.0,4480387.0,18.0,619448.0,1000047.0,13992725.0,173486714.0,9267087.0,35.0,6133.0,22.0,12.0,585409.0,19.0,2409680.0
37.9,253177498.0,83779.0,16621189.0,66.0,913062.0,141579.0,62240027.0,612598555.0,99651539.0,40.0,2011.0,826.0,10.0,190743.0,23.0,1006549.0
37.9,1184571362.0,180715.0,48698123.0,75.0,7984888.0,200505.0,28001951.0,254037168.0,42185831.0,71.0,54050.0,205.0,46.0,163430.0,42.0,5556481.0
37.8,96289114.0,24566.0,8733511.0,67.0,296191.0,522400.0,159504238.0,1094402576.0,102011912.0,21.0,6030.0,884.0,2.0,11894.0,34.0,614711.0
37.8,828103564.0,83834.0,17064586.0,77.0,2844786.0,276496.0,13757610.0,122040522.0,547486841.0,54.0,32.0,33.0,12.0,8375.0,14.0,1837804.0
37.7,874864898.0,78015.0,21590960.0,66.0,1528388.0,252414.0,1148124.0,12493072.0,384943254.0,103.0,183258.0,444.0,14.0,13156.0,42.0,3691205.0
